"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"BEZPGR";"E_E";"E_EM";"E_EW";"E_E00_01";"E_E01_02";"E_E02_03";"E_E03_05";"E_E05_06";"E_E06_07";"E_E07_08";"E_E08_10";"E_E10_12";"E_E12_14";"E_E14_15";"E_E15_18";"E_E18_21";"E_E21_25";"E_E25_27";"E_E27_30";"E_E30_35";"E_E35_40";"E_E40_45";"E_E45_50";"E_E50_55";"E_E55_60";"E_E60_63";"E_E63_65";"E_E65_67";"E_E67_70";"E_E70_75";"E_E75_80";"E_E80_85";"E_E85_90";"E_E90_95";"E_E95_110";"E_EU1";"E_E1U6";"E_E6U15";"E_E15U18";"E_E18U25";"E_E25U55";"E_E55U65";"E_E65U80";"E_E80U110"
"202512";"03400827";"03";"40";"08";"27";"0340";9629;4675;4954;77;85;66;109;97;84;72;212;163;184;66;241;211;387;239;475;933;965;871;828;680;702;359;166;184;201;304;170;212;174;94;18;77;357;781;241;598;4991;1227;859;498
"202512";"03400828";"03";"40";"08";"28";"0340";4898;2414;2484;36;31;40;101;46;37;34;96;73;71;42;87;119;185;114;220;531;563;459;353;279;264;184;120;95;109;162;140;81;153;58;15;36;218;353;87;304;2519;568;506;307
"202512";"03400829";"03";"40";"08";"29";"0340";6188;2999;3189;37;48;56;96;40;56;55;104;129;107;55;200;220;417;214;251;432;503;454;446;357;353;243;148;131;178;280;206;183;117;60;12;37;240;506;200;637;2657;744;795;372
"202512";"03400830";"03";"40";"08";"30";"0340";9227;4394;4833;65;81;61;136;75;99;78;148;158;149;78;222;221;355;253;378;652;864;895;750;636;706;409;253;191;230;338;232;244;198;62;10;65;353;710;222;576;4428;1368;991;514
"202512";"03400831";"03";"40";"08";"31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"202512";"03500932";"03";"50";"09";"32";"0350";6774;3401;3373;58;72;74;140;68;66;79;157;119;107;46;173;217;332;220;362;598;572;554;430;352;453;249;153;132;135;225;170;201;179;69;12;58;354;574;173;549;3088;855;662;461
"202512";"03500933";"03";"50";"09";"33";"0350";7843;3825;4018;51;60;52;134;53;80;69;121;147;162;72;226;254;317;185;291;567;815;631;585;514;532;321;169;147;186;288;174;238;258;111;33;51;299;651;226;571;3588;1022;795;640
"202512";"03500934";"03";"50";"09";"34";"0350";10537;5366;5171;85;95;95;205;126;99;116;200;219;190;99;236;252;408;267;513;1015;1335;1202;862;689;617;355;203;162;185;246;171;119;117;42;12;85;521;923;236;660;5883;1175;764;290
"202512";"03500935";"03";"50";"09";"35";"0350";6870;3410;3460;56;58;55;137;51;74;63;164;140;146;62;225;188;349;211;338;611;779;649;641;451;445;210;130;122;129;142;89;88;52;12;3;56;301;649;225;537;3680;785;482;155
"202512";"03500936";"03";"50";"09";"36";"0350";10138;4909;5229;69;91;87;174;84;100;114;226;235;241;121;348;349;485;257;402;716;969;908;805;708;775;403;226;166;201;267;189;149;188;71;14;69;436;1037;348;834;4765;1404;823;422
"202512";"03501037";"03";"50";"10";"37";"0350";8492;4144;4348;49;66;64;148;81;73;61;136;138;115;65;192;222;333;238;329;645;858;658;616;463;544;331;240;170;176;320;286;375;370;103;27;49;359;588;192;555;3807;1115;952;875
"202512";"03501038";"03";"50";"10";"38";"0350";7643;3578;4065;50;49;64;115;73;72;81;157;167;155;72;238;180;289;164;247;428;673;580;404;381;581;381;259;190;253;336;247;326;321;90;20;50;301;704;238;469;2877;1221;1026;757
"202512";"03601139";"03";"60";"11";"39";"0360";4059;2021;2038;24;29;26;88;36;39;28;70;73;71;10;54;84;164;142;290;487;581;397;337;217;224;107;66;52;55;77;39;52;72;46;22;24;179;291;54;248;2451;397;223;192
"202512";"03601140";"03";"60";"11";"40";"0360";5968;3069;2899;74;33;50;99;31;40;51;77;110;84;66;179;148;219;197;356;719;774;617;548;529;340;175;66;54;71;116;64;60;21;0;0;74;213;428;179;367;3740;581;305;81
"202512";"03601141";"03";"60";"11";"41";"0360";7074;3501;3573;72;80;68;122;52;66;53;133;115;111;53;189;168;343;231;461;900;844;658;603;501;449;181;106;71;74;128;102;81;35;21;3;72;322;531;189;511;4198;736;375;140
"202512";"03601142";"03";"60";"11";"42";"0360";10878;5431;5447;60;94;69;149;76;83;81;200;177;209;97;266;287;427;317;715;1398;1251;995;993;959;820;333;158;111;130;160;125;77;36;25;0;60;388;847;266;714;6628;1311;526;138
"202512";"03601243";"03";"60";"12";"43";"0360";6958;3427;3531;47;53;64;123;64;72;55;97;100;99;58;156;114;264;206;411;841;879;679;636;489;462;219;95;84;136;128;117;119;60;28;3;47;304;481;156;378;4141;776;465;210
"202512";"03601244";"03";"60";"12";"44";"0360";7611;3657;3954;63;58;42;102;51;57;46;117;118;96;48;166;167;299;223;437;855;915;703;642;574;574;280;126;103;132;183;133;136;120;42;3;63;253;482;166;466;4349;980;551;301
"202512";"03601245";"03";"60";"12";"45";"0360";13562;6592;6970;94;88;113;231;83;97;91;193;175;151;93;262;249;554;456;884;1601;1707;1288;1033;750;830;443;303;203;238;376;253;302;301;92;28;94;515;800;262;803;7719;1576;1070;723
"202512";"03601346";"03";"60";"13";"46";"0360";5892;3034;2858;40;43;34;101;45;40;48;90;112;124;64;180;172;288;148;327;632;622;538;502;532;548;216;90;80;50;101;58;43;12;3;9;40;223;478;180;460;3301;854;289;67
"202512";"03601347";"03";"60";"13";"47";"0360";9527;4796;4731;65;57;74;141;70;85;88;171;167;161;105;281;300;418;245;494;889;973;912;904;984;882;369;160;103;119;135;83;55;24;6;7;65;342;777;281;718;5401;1411;440;92
"202512";"03601348";"03";"60";"13";"48";"0360";7414;3628;3786;37;45;40;132;55;46;63;131;144;136;67;195;182;306;237;415;838;824;723;694;674;603;295;111;89;93;109;55;35;25;9;6;37;272;587;195;488;4405;1009;346;75
"202512";"03601449";"03";"60";"14";"49";"0360";9954;4581;5373;53;45;63;134;70;56;74;130;108;136;66;185;182;369;258;425;647;696;599;537;482;611;399;248;223;237;494;590;769;741;244;83;53;312;570;185;551;3644;1258;1544;1837
"202512";"03601450";"03";"60";"14";"50";"0360";5411;2819;2592;79;65;70;151;65;77;66;162;148;132;68;235;235;372;189;259;391;428;386;309;234;295;169;98;77;72;143;108;116;157;49;6;79;351;653;235;607;2196;562;400;328
"202512";"03601451";"03";"60";"14";"51";"0360";6455;3233;3222;55;44;57;120;44;51;50;86;94;106;48;170;141;201;222;351;759;767;677;606;441;414;215;115;81;114;162;79;90;67;22;6;55;265;435;170;342;3823;744;436;185
"202512";"03601452";"03";"60";"14";"52";"0360";4774;2371;2403;34;34;39;77;40;48;45;97;75;58;31;103;109;205;143;309;623;630;491;345;259;248;133;82;80;91;108;82;78;48;23;6;34;190;354;103;314;2800;463;361;155
"202512";"03601453";"03";"60";"14";"53";"0360";3440;1749;1691;13;18;24;63;42;46;45;104;108;88;61;152;189;267;101;128;233;289;291;363;280;177;68;33;15;28;58;33;52;44;27;0;13;147;452;152;456;1685;278;134;123
"202512";"03701554";"03";"70";"15";"54";"0370";11297;5778;5519;75;102;97;194;96;89;88;172;228;197;115;329;316;523;308;593;1211;1231;970;991;1030;992;440;199;133;138;175;92;96;56;18;3;75;489;889;329;839;6334;1631;538;173
"202512";"03701555";"03";"70";"15";"55";"0370";7248;3653;3595;40;70;57;109;61;45;56;131;128;131;61;187;193;289;151;399;764;786;662;611;599;660;300;146;133;129;158;88;67;28;9;0;40;297;552;187;482;3972;1106;508;104
"202512";"03701556";"03";"70";"15";"56";"0370";8590;4296;4294;73;81;88;170;95;90;90;170;171;145;86;228;247;352;204;386;856;997;814;669;670;689;327;186;104;137;177;125;92;55;16;0;73;434;752;228;599;4596;1202;543;163
"202512";"03701657";"03";"70";"16";"57";"0370";3353;1636;1717;37;29;25;43;27;41;20;91;60;91;21;72;66;124;83;135;319;354;279;196;183;179;117;88;75;120;166;118;111;52;25;6;37;124;324;72;190;1549;384;479;194
"202512";"03701658";"03";"70";"16";"58";"0370";8316;4140;4176;63;55;55;115;57;58;76;165;158;147;69;258;255;320;248;451;947;911;744;730;722;683;301;128;121;126;168;96;62;15;12;0;63;282;673;258;575;4753;1112;511;89
"202512";"03701659";"03";"70";"16";"59";"0370";9548;4744;4804;78;93;84;161;70;66;78;180;193;179;94;245;256;432;304;525;996;1044;875;812;758;670;347;144;126;125;164;144;135;137;33;0;78;408;790;245;688;5314;1161;559;305
"202512";"03701660";"03";"70";"16";"60";"0370";12527;6131;6396;61;82;80;194;103;92;113;217;229;221;121;459;445;497;319;604;1084;1215;1066;1087;1133;1203;542;247;170;203;244;178;161;111;33;13;61;459;993;459;942;6508;1992;795;318
"202512";"04100101";"04";"10";"01";"01";"0410";11838;5984;5854;92;82;108;199;94;90;87;218;173;184;92;311;338;615;375;631;1026;913;813;732;703;755;468;322;264;367;543;418;409;268;106;42;92;483;844;311;953;5193;1545;1592;825
"202512";"04100102";"04";"10";"01";"02";"0410";7798;3678;4120;47;84;67;158;79;88;102;164;196;170;91;264;263;340;172;315;486;546;487;502;480;543;319;199;177;237;301;269;264;271;91;26;47;388;811;264;603;2988;1061;984;652
"202512";"04200203";"04";"20";"02";"03";"0420";1419;666;753;6;3;6;9;6;16;12;24;37;31;24;36;73;66;31;51;61;84;65;78;69;105;75;41;33;49;86;78;85;64;15;0;6;24;144;36;139;439;221;246;164
"202512";"04200204";"04";"20";"02";"04";"0420";3567;1700;1867;23;34;34;62;28;37;35;66;61;61;23;82;117;228;118;182;219;249;234;182;117;164;96;66;71;80;174;209;248;187;59;21;23;158;283;82;345;1301;326;534;515
"202512";"04200205";"04";"20";"02";"05";"0420";2527;1203;1324;12;19;12;28;12;3;18;34;46;44;20;82;73;100;58;60;122;116;119;157;200;208;166;77;77;70;135;120;151;112;49;27;12;71;165;82;173;832;451;402;339
"202512";"04200206";"04";"20";"02";"06";"0420";2839;1388;1451;13;24;21;53;15;30;25;43;51;53;44;101;101;142;63;65;114;118;164;141;179;252;169;91;64;85;120;170;160;126;39;3;13;113;246;101;243;844;512;439;328
"202512";"04200207";"04";"20";"02";"07";"0420";3030;1503;1527;9;12;11;27;27;21;21;54;52;52;34;86;129;324;164;193;161;134;123;131;136;208;126;80;71;81;139;129;155;99;32;9;9;77;234;86;453;1042;414;420;295
"202512";"04200308";"04";"20";"03";"08";"0420";6113;2898;3215;50;43;59;95;48;55;48;91;110;71;42;144;153;329;200;313;408;363;327;302;293;373;281;177;134;220;316;355;314;249;107;43;50;245;417;144;482;2206;831;1025;713
"202512";"04200309";"04";"20";"03";"09";"0420";7114;3335;3779;49;73;48;103;61;49;48;138;104;117;42;151;188;338;206;275;495;519;394;391;403;500;332;187;144;219;373;409;377;273;93;15;49;285;498;151;526;2683;1019;1145;758
"202512";"04200310";"04";"20";"03";"10";"0420";7499;3529;3970;55;61;69;98;66;60;42;109;113;109;58;179;202;291;221;272;524;508;420;373;402;515;343;186;191;238;395;466;497;313;98;25;55;294;491;179;493;2720;1044;1290;933
"202512";"04200311";"04";"20";"03";"11";"0420";7312;3496;3816;52;56;59;105;41;38;45;106;106;91;31;145;177;400;259;466;684;595;505;406;338;458;330;220;188;224;335;306;256;224;47;19;52;261;417;145;577;3253;1008;1053;546
"202512";"04300412";"04";"30";"04";"12";"0430";4533;2232;2301;38;63;30;101;58;39;32;70;63;60;17;66;87;294;169;315;550;479;366;196;157;186;136;81;86;132;160;126;143;154;53;26;38;252;281;66;381;2232;403;504;376
"202512";"04300413";"04";"30";"04";"13";"0430";9880;4725;5155;71;61;81;148;76;76;101;191;207;169;83;296;309;511;284;464;780;762;671;584;629;719;425;263;255;359;524;404;217;118;33;9;71;366;827;296;820;4174;1407;1542;377
"202512";"04300414";"04";"30";"04";"14";"0430";10576;5052;5524;83;78;86;157;66;80;89;143;151;150;87;218;256;430;306;562;921;931;769;642;645;681;482;299;255;370;524;495;339;211;70;0;83;387;700;218;686;4776;1462;1644;620
"202512";"04300415";"04";"30";"04";"15";"0430";6343;2919;3424;39;31;40;98;42;54;38;79;79;65;43;124;145;255;157;319;528;471;405;340;339;395;311;157;170;239;360;389;316;210;77;28;39;211;358;124;400;2559;863;1158;631
"202512";"04300416";"04";"30";"04";"16";"0430";11822;5756;6066;90;95;108;200;94;93;67;156;170;136;63;241;295;637;391;653;1114;1038;787;673;608;827;550;333;288;392;640;516;349;175;36;7;90;497;685;241;932;5264;1710;1836;567
"202512";"04300517";"04";"30";"05";"17";"0430";9400;4652;4748;71;58;63;121;58;58;59;107;102;108;49;178;272;514;369;655;974;843;661;576;536;586;424;259;245;308;398;340;253;107;36;12;71;300;483;178;786;4614;1269;1291;408
"202512";"04300518";"04";"30";"05";"18";"0430";6712;3403;3309;61;85;71;117;53;69;56;118;113;122;55;174;233;376;234;422;684;674;502;400;327;379;279;142;127;182;248;174;140;74;21;0;61;326;533;174;609;3243;800;731;235
"202512";"04300619";"04";"30";"06";"19";"0430";9196;4420;4776;76;56;49;166;49;73;74;129;126;111;54;176;228;480;323;536;884;780;613;491;493;595;365;252;231;279;432;370;313;275;86;31;76;320;567;176;708;4120;1212;1312;705
"202512";"04300620";"04";"30";"06";"20";"0430";4069;2120;1949;32;37;45;97;39;24;36;60;48;60;15;76;102;229;202;322;539;476;336;249;191;213;138;81;44;77;123;90;39;38;8;3;32;218;243;76;331;2315;432;334;88
"202512";"04300621";"04";"30";"06";"21";"0430";10887;5315;5572;66;102;85;185;84;86;75;173;146;169;64;204;296;490;374;584;1013;909;835;645;623;665;398;312;261;331;545;481;390;205;59;32;66;456;713;204;786;4983;1375;1618;686
"202512";"04300622";"04";"30";"06";"22";"0430";5258;2518;2740;47;61;49;87;47;22;49;83;76;65;45;104;123;245;197;276;578;524;431;303;280;306;210;98;104;137;211;195;143;115;33;14;47;244;340;104;368;2589;614;647;305
"202512";"04300623";"04";"30";"06";"23";"0430";12305;6236;6069;81;81;80;178;92;72;79;155;155;155;85;221;326;830;498;773;1252;1079;935;749;672;757;494;280;272;356;563;465;337;156;62;15;81;431;701;221;1156;5958;1531;1656;570
"202512";"04300624";"04";"30";"06";"24";"0430";9228;4587;4641;91;48;72;134;59;73;51;103;89;80;35;148;218;477;306;625;888;749;601;469;497;667;403;282;237;335;433;504;313;194;41;6;91;313;431;148;695;4135;1352;1509;554
"202512";"04400725";"04";"40";"07";"25";"0440";58;37;21;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;3;6;6;0;0;3;3;6;3;0;0;3;0;0;4;0;0;0;30;6;15;3
"202512";"04400726";"04";"40";"07";"26";"0440";5432;2606;2826;41;45;36;67;54;54;55;118;94;130;44;158;172;254;113;154;265;310;324;323;345;379;237;147;116;170;270;310;303;219;104;21;41;202;495;158;426;1834;763;866;647
"202512";"04400727";"04";"40";"07";"27";"0440";8251;3857;4394;56;57;59;118;78;55;56;118;118;114;66;173;176;399;221;340;593;601;592;486;485;586;373;223;214;242;425;403;427;272;96;29;56;312;527;173;575;3318;1182;1284;824
"202512";"04400728";"04";"40";"07";"28";"0440";3189;1542;1647;25;18;18;51;30;44;36;72;54;46;27;79;104;134;69;66;143;209;180;215;187;217;148;100;76;102;189;173;231;122;21;3;25;117;279;79;238;1069;465;540;377
"202512";"04400729";"04";"40";"07";"29";"0440";2819;1313;1506;18;18;24;61;45;20;33;44;43;53;21;82;48;96;64;75;111;155;168;172;161;210;138;82;70;102;145;156;184;133;56;31;18;148;214;82;144;906;430;473;404
"202512";"04400830";"04";"40";"08";"30";"0440";8375;3909;4466;90;90;65;183;87;102;116;202;167;146;89;226;221;283;152;312;641;691;636;501;417;500;294;189;168;232;393;362;403;275;94;48;90;425;822;226;504;3350;983;1155;820
"202512";"04400831";"04";"40";"08";"31";"0440";1522;691;831;9;6;15;18;0;9;6;19;32;27;18;48;48;55;33;42;63;76;75;86;93;136;58;58;37;37;79;107;115;81;24;12;9;39;111;48;103;468;252;260;232
"202512";"04400832";"04";"40";"08";"32";"0440";6972;3169;3803;28;43;27;93;39;35;56;101;109;102;55;185;185;269;169;261;420;387;375;355;433;520;372;208;186;251;456;470;406;268;96;12;28;202;458;185;454;2400;1100;1363;782
"202512";"04400833";"04";"40";"08";"33";"0440";3895;1801;2094;20;32;25;58;34;32;25;61;62;55;30;76;96;111;66;120;212;256;245;202;187;256;175;110;120;168;306;288;241;176;34;16;20;149;265;76;207;1288;541;882;467
"202512";"04400834";"04";"40";"08";"34";"0440";3350;1599;1751;16;12;19;33;24;27;27;62;53;65;19;65;81;119;80;151;205;183;215;193;195;261;166;121;96;128;244;209;170;89;22;0;16;88;253;65;200;1222;548;677;281
"202512";"04400835";"04";"40";"08";"35";"0440";10098;4577;5521;61;56;68;150;84;61;74;137;167;147;64;259;245;414;240;414;674;643;575;533;580;838;517;335;257;383;611;541;518;324;93;35;61;358;650;259;659;3659;1690;1792;970
"202512";"04500936";"04";"50";"09";"36";"0450";5538;2676;2862;37;35;32;75;47;34;44;85;80;84;38;109;147;257;155;281;480;406;308;330;304;406;230;172;157;188;308;278;235;146;35;15;37;189;365;109;404;2264;808;931;431
"202512";"04500937";"04";"50";"09";"37";"0450";7719;3784;3935;49;44;55;88;44;41;42;96;105;73;48;147;175;391;218;410;679;604;510;432;413;530;321;225;226;261;453;393;351;194;71;30;49;231;405;147;566;3266;1076;1333;646
"202512";"04500938";"04";"50";"09";"38";"0450";8341;4090;4251;61;62;67;116;51;63;53;125;136;145;34;170;192;380;250;432;729;736;585;499;443;574;347;189;184;250;464;369;328;234;58;15;61;296;556;170;572;3674;1110;1267;635
"202512";"04500939";"04";"50";"09";"39";"0450";6778;3286;3492;39;54;42;103;71;62;66;115;111;86;50;134;173;346;197;413;613;557;444;411;382;460;309;184;153;200;300;255;246;148;32;22;39;270;490;134;519;3017;953;908;448
"202512";"04501040";"04";"50";"10";"40";"0450";5899;2830;3069;51;38;55;85;34;27;28;91;59;90;36;113;163;273;182;289;459;467;377;354;330;433;278;172;163;209;325;286;253;137;33;9;51;212;331;113;436;2458;883;983;432
"202512";"04501041";"04";"50";"10";"41";"0450";5344;2593;2751;45;48;27;69;30;40;27;75;88;80;37;98;134;226;122;222;380;427;305;302;329;408;260;158;180;174;315;307;238;142;48;3;45;174;347;98;360;2087;826;976;431
"202512";"04501042";"04";"50";"10";"42";"0450";3591;1797;1794;15;45;18;58;27;34;34;37;40;31;34;92;92;171;115;208;328;315;241;200;202;231;162;95;78;120;159;157;154;70;25;3;15;148;210;92;263;1609;488;514;252
"202512";"04501043";"04";"50";"10";"43";"0450";10846;5232;5614;84;86;74;159;64;65;76;166;167;142;70;214;265;480;277;511;940;872;741;569;620;723;470;339;295;360;598;573;491;260;80;15;84;383;686;214;745;4530;1532;1826;846
"202512";"04501044";"04";"50";"10";"44";"0450";5334;2534;2800;40;40;45;74;46;46;48;66;78;81;37;111;133;227;158;214;431;387;366;267;282;336;228;151;134;197;273;256;265;189;89;39;40;205;356;111;360;2105;715;860;582
"202512";"04501045";"04";"50";"10";"45";"0450";9340;4646;4694;77;69;67;122;58;67;49;119;119;134;47;173;211;384;298;459;796;730;650;536;548;666;428;230;266;317;493;450;401;272;77;27;77;316;535;173;595;4017;1324;1526;777
"202512";"04501146";"04";"50";"11";"46";"0450";4739;2368;2371;36;25;29;91;43;46;47;88;95;88;34;116;133;216;175;269;449;456;307;268;259;283;170;124;116;138;225;165;138;78;23;9;36;188;398;116;349;2183;577;644;248
"202512";"04501147";"04";"50";"11";"47";"0450";5451;2686;2765;41;47;38;78;31;41;45;73;99;75;33;142;156;262;209;259;463;445;409;343;322;385;266;146;123;156;266;228;155;87;28;0;41;194;366;142;418;2450;797;773;270
"202512";"04501148";"04";"50";"11";"48";"0450";4605;2239;2366;33;33;39;78;42;34;37;108;92;59;27;134;134;269;160;289;410;378;311;253;235;262;203;104;91;152;196;189;148;79;20;6;33;192;357;134;403;2036;569;628;253
"202512";"04501149";"04";"50";"11";"49";"0450";10023;4789;5234;71;84;80;158;88;90;87;165;144;166;84;231;253;443;280;480;815;772;623;580;551;712;433;263;227;324;543;503;421;281;58;13;71;410;736;231;696;4101;1408;1597;773
"202512";"04501150";"04";"50";"11";"50";"0450";3010;1414;1596;18;18;18;32;12;18;15;31;25;42;19;56;55;113;66;158;261;250;212;122;150;210;117;91;82;94;171;191;144;148;56;15;18;80;150;56;168;1219;418;538;363
"202512";"04501151";"04";"50";"11";"51";"0450";7370;3517;3853;54;67;49;111;48;60;60;127;100;98;72;197;237;345;218;364;538;588;515;477;424;526;342;189;171;226;364;320;282;140;51;10;54;275;517;197;582;3124;1057;1081;483
"202512";"04501152";"04";"50";"11";"52";"0450";6946;3436;3510;50;36;46;84;36;30;36;92;83;113;35;139;145;334;240;369;554;530;416;389;411;490;312;173;198;236;421;382;280;211;52;23;50;202;389;139;479;2909;975;1237;566
"202512";"04501153";"04";"50";"11";"53";"0450";7525;3798;3727;60;52;55;123;54;64;59;96;124;124;50;172;194;426;249;434;701;682;525;506;357;506;302;172;159;234;313;302;209;170;42;9;60;284;517;172;620;3454;980;1008;430
"202512";"05100101";"05";"10";"01";"01";"0510";4508;2133;2375;38;40;33;91;56;49;63;115;93;89;58;147;108;155;72;133;210;336;357;287;258;273;204;117;108;126;195;185;192;183;97;40;38;220;467;147;263;1653;594;614;512
"202512";"05100102";"05";"10";"01";"02";"0510";4363;2030;2333;27;33;36;93;33;30;41;88;52;51;35;108;110;164;106;176;270;285;239;199;222;294;221;177;131;170;273;248;237;175;32;7;27;195;297;108;274;1497;692;822;451
"202512";"05100103";"05";"10";"01";"03";"0510";6516;3271;3245;56;95;99;196;102;90;96;148;162;126;47;184;154;333;195;353;641;636;509;424;292;338;192;134;126;131;212;149;134;99;42;21;56;492;669;184;487;3050;664;618;296
"202512";"05100104";"05";"10";"01";"04";"0510";7222;3488;3734;90;124;98;201;67;87;67;172;148;137;74;240;237;347;237;391;736;689;529;382;315;307;217;131;102;146;225;207;212;179;97;31;90;490;685;240;584;3279;655;680;519
"202512";"05100105";"05";"10";"01";"05";"0510";7734;3808;3926;36;46;58;117;72;61;69;117;135;132;62;161;248;351;187;233;467;527;504;415;403;594;390;256;282;286;481;398;323;227;83;13;36;293;576;161;599;2736;1240;1447;646
"202512";"05100206";"05";"10";"02";"06";"0510";3632;1693;1939;20;21;30;65;24;37;37;100;99;101;51;145;163;145;88;100;161;233;228;179;181;234;147;87;96;134;187;137;162;144;63;33;20;140;425;145;308;1170;468;554;402
"202512";"05100207";"05";"10";"02";"07";"0510";2330;1124;1206;18;22;18;46;22;19;16;34;25;31;12;54;75;99;46;67;169;143;113;122;130;212;188;93;69;112;125;68;83;57;33;9;18;108;137;54;174;790;493;374;182
"202512";"05100208";"05";"10";"02";"08";"0510";11101;5422;5679;84;135;123;234;154;132;146;274;293;254;116;373;393;439;251;413;709;816;782;664;589;637;458;249;239;290;484;428;500;331;99;12;84;646;1215;373;832;4224;1344;1441;942
"202512";"05100209";"05";"10";"02";"09";"0510";11909;5738;6171;112;144;114;241;121;142;122;279;261;264;148;445;411;577;260;478;797;907;759;733;651;730;470;311;316;356;494;425;394;324;111;12;112;620;1216;445;988;4585;1511;1591;841
"202512";"05100210";"05";"10";"02";"10";"0510";7870;3853;4017;58;82;67;151;61;58;60;133;128;172;71;199;185;367;285;415;700;630;571;493;468;559;355;211;189;206;317;248;221;162;42;6;58;361;622;199;552;3562;1125;960;431
"202512";"05100211";"05";"10";"02";"11";"0510";6280;3136;3144;42;52;45;126;50;46;59;119;112;113;60;220;173;285;137;224;320;386;406;372;359;462;302;193;167;216;383;310;238;225;71;7;42;273;509;220;458;2204;957;1076;541
"202512";"05100312";"05";"10";"03";"12";"0510";4065;2026;2039;36;31;39;65;24;28;40;80;86;74;37;95;116;204;134;260;374;355;266;264;219;275;167;92;87;126;165;133;108;66;15;4;36;159;345;95;320;1872;534;511;193
"202512";"05100313";"05";"10";"03";"13";"0510";7595;3629;3966;86;83;73;173;86;91;77;169;185;169;71;266;262;360;190;299;603;616;542;381;386;363;254;134;132;162;293;216;319;327;166;61;86;415;762;266;622;3017;751;803;873
"202512";"05100314";"05";"10";"03";"14";"0510";7481;3983;3498;56;85;68;144;76;101;85;165;169;140;88;255;290;481;287;417;660;680;560;488;418;447;273;137;157;158;218;156;124;74;21;3;56;373;748;255;771;3510;857;689;222
"202512";"05100315";"05";"10";"03";"15";"0510";7391;3887;3504;82;77;78;157;81;68;62;162;146;121;64;183;239;443;239;430;711;683;551;429;409;461;287;175;162;180;265;190;118;98;31;9;82;393;623;183;682;3452;923;797;256
"202512";"05100316";"05";"10";"03";"16";"0510";10543;5211;5332;94;92;79;188;94;103;91;237;199;171;89;294;305;516;326;562;875;854;792;681;622;738;440;280;276;294;462;303;273;149;49;15;94;453;890;294;821;4712;1458;1335;486
"202512";"05100317";"05";"10";"03";"17";"0510";4856;2458;2398;52;65;62;139;73;70;55;124;133;121;56;166;234;333;151;241;378;431;341;280;205;265;172;83;94;107;145;97;94;59;24;6;52;339;559;166;567;2027;520;443;183
"202512";"05200418";"05";"20";"04";"18";"0520";3833;1928;1905;21;20;21;63;24;39;39;68;76;88;35;118;127;148;75;100;122;201;233;220;235;428;326;187;141;185;224;124;80;53;12;0;21;128;345;118;275;1186;941;674;145
"202512";"05200419";"05";"20";"04";"19";"0520";1634;776;858;9;3;13;21;9;3;9;27;25;15;9;42;30;76;19;43;94;87;86;73;87;142;109;84;45;51;121;109;99;68;23;3;9;46;88;42;106;489;335;326;193
"202512";"05200420";"05";"20";"04";"20";"0520";5868;2906;2962;39;51;39;88;40;46;42;125;119;97;60;155;170;251;108;193;274;376;365;322;375;442;366;198;190;185;320;294;270;193;57;18;39;218;489;155;421;2013;1006;989;538
"202512";"05200421";"05";"20";"04";"21";"0520";4428;2207;2221;33;52;47;91;39;54;52;117;86;100;67;138;151;233;128;180;319;314;263;271;241;276;176;117;82;96;198;181;167;111;39;9;33;229;476;138;384;1716;569;557;326
"202512";"05200422";"05";"20";"04";"22";"0520";1211;613;598;15;15;15;36;25;6;9;30;30;28;21;31;42;60;49;66;110;101;82;73;47;95;67;16;28;30;27;27;21;6;0;3;15;91;124;31;102;528;178;112;30
"202512";"05200423";"05";"20";"04";"23";"0520";6753;3177;3576;49;50;57;153;79;75;78;143;155;152;73;224;198;234;179;254;468;490;458;393;342;398;270;151;159;198;261;285;348;291;73;15;49;339;676;224;432;2584;819;903;727
"202512";"05200524";"05";"20";"05";"24";"0520";3387;1592;1795;19;21;37;65;40;34;34;70;80;87;46;119;124;151;50;114;153;220;214;232;262;270;187;101;94;117;127;98;83;86;37;15;19;163;351;119;275;1245;558;436;221
"202512";"05200525";"05";"20";"05";"25";"0520";2549;1238;1311;18;21;22;53;30;25;23;58;46;51;33;65;52;70;56;74;150;184;194;158;142;199;118;90;80;94;130;113;113;74;13;0;18;126;236;65;122;958;407;417;200
"202512";"05200526";"05";"20";"05";"26";"0520";5806;2913;2893;44;52;52;89;58;60;76;181;165;206;80;243;255;257;158;255;412;435;421;386;313;326;212;126;103;136;186;185;156;134;41;3;44;251;768;243;512;2380;664;610;334
"202512";"05200527";"05";"20";"05";"27";"0520";11987;5826;6161;98;124;146;304;164;158;184;407;365;360;192;607;532;620;253;476;768;845;792;729;648;694;365;245;248;247;483;365;292;205;52;19;98;738;1666;607;1152;4511;1304;1343;568
"202512";"05200528";"05";"20";"05";"28";"0520";7355;3558;3797;53;65;60;140;66;91;80;148;133;130;53;191;189;236;135;246;412;474;479;373;360;458;371;247;231;287;405;393;420;315;91;23;53;331;635;191;425;2479;1076;1316;849
